,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064
39,161.39,164.36,167.62,157.50,165.09,149.07,150.84,156.77,158.35,162.48,176.04,166.63,163.60,165.57,156.20,170.30,156.35,155.68,154.17,154.47,163.74,153.73,155.19,159.67,143.33,149.67,154.27,150.54,154.26,153.96,139.18,141.23,146.62,137.62,144.92,139.22,137.75,136.28,135.01,133.70,132.23,130.65,129.20,127.91,126.62,125.39,124.01,122.52,121.11,119.81,118.45,116.98,115.64,114.35,113.01,111.64,110.16,108.75,107.48,106.19,104.83,103.43,102.29,101.01,99.55,98.38,97.21,95.95,94.81,93.72,92.56,91.33,90.18,89.12,88.04,86.99,86.02,84.89,83.76,82.86,81.91,80.96,80.03,78.99
40,218.07,190.20,183.67,174.90,201.47,183.00,162.34,170.73,177.56,164.78,174.50,175.41,182.21,170.15,174.83,186.22,168.79,158.32,168.88,169.06,173.69,168.93,170.94,164.41,160.10,156.91,160.41,164.53,175.13,160.12,155.81,158.52,151.53,162.65,155.96,149.96,148.50,146.95,145.44,144.11,142.76,141.15,139.58,138.13,136.65,135.24,133.91,132.49,130.90,129.35,128.01,126.64,125.09,123.64,122.20,120.74,119.26,117.68,116.22,114.80,113.39,111.92,110.56,109.22,107.77,106.45,105.15,103.91,102.70,101.44,100.13,98.84,97.58,96.43,95.34,94.19,93.09,91.88,90.62,89.62,88.60,87.59,86.63,85.49
41,222.12,227.03,204.33,195.49,198.94,191.88,189.10,195.49,178.72,200.43,188.42,197.57,190.22,193.06,195.18,183.64,187.95,186.32,189.05,192.72,180.10,183.61,181.86,160.28,182.43,175.24,166.96,184.92,182.58,168.01,166.30,152.00,167.57,170.21,167.53,161.11,159.48,157.81,156.04,154.44,153.05,151.47,149.77,148.22,146.65,144.91,143.45,142.01,140.34,138.76,137.19,135.67,134.19,132.60,130.96,129.39,127.85,126.20,124.66,123.25,121.68,120.07,118.54,117.11,115.69,114.20,112.76,111.50,110.13,108.77,107.50,106.14,104.70,103.42,102.30,101.04,99.81,98.57,97.32,96.19,95.01,93.92,92.84,91.72
42,246.78,234.42,238.57,217.10,217.35,212.96,232.35,202.46,204.47,211.31,218.13,196.63,208.92,202.80,209.23,201.62,207.73,193.33,195.47,184.92,200.75,190.89,194.65,186.01,189.55,185.43,200.99,181.77,193.93,178.51,190.83,157.96,187.63,161.52,179.29,172.26,170.37,168.61,166.72,164.79,163.05,161.31,159.62,157.95,156.11,154.25,152.62,150.99,149.34,147.71,145.88,144.15,142.67,141.06,139.21,137.50,135.93,134.21,132.60,131.15,129.45,127.77,126.22,124.64,123.02,121.47,120.07,118.58,117.00,115.63,114.38,112.90,111.40,110.07,108.85,107.57,106.17,104.82,103.59,102.36,101.09,99.84,98.63,97.49
43,266.75,244.36,264.42,249.75,247.90,246.28,237.73,241.03,212.78,229.40,232.75,219.63,210.96,225.80,237.15,229.76,221.52,234.01,207.07,203.49,208.63,220.68,223.73,214.41,212.88,200.60,198.07,205.21,205.81,186.81,186.97,193.50,187.06,184.59,191.40,183.67,181.50,179.43,177.33,175.16,173.08,171.10,169.24,167.32,165.26,163.32,161.40,159.55,157.87,156.12,154.15,152.25,150.53,148.84,147.00,145.09,143.41,141.73,139.98,138.35,136.65,134.92,133.23,131.56,129.90,128.35,126.91,125.27,123.52,122.08,120.67,119.11,117.69,116.36,114.95,113.53,112.06,110.63,109.30,107.94,106.68,105.39,104.18,102.95
44,298.82,299.40,284.90,285.07,276.90,271.34,274.42,267.75,260.01,236.25,243.44,243.56,240.22,245.45,235.38,235.96,243.13,249.04,227.04,228.17,219.89,216.10,223.00,229.00,209.93,226.67,211.08,207.57,223.47,232.46,208.51,206.39,205.26,205.83,204.13,195.58,193.08,190.62,188.04,185.60,183.32,181.01,178.72,176.49,174.34,172.13,169.90,167.82,165.86,163.90,161.95,160.04,158.04,156.07,154.19,152.32,150.50,148.74,146.94,145.16,143.40,141.60,139.83,138.06,136.43,134.82,133.14,131.49,129.79,128.20,126.63,125.13,123.69,122.11,120.56,119.02,117.55,116.14,114.73,113.33,111.99,110.65,109.34,108.05
45,358.55,338.49,334.15,328.25,333.92,322.05,294.25,300.90,288.86,297.12,268.28,261.19,268.93,248.02,269.57,285.86,261.55,272.10,256.50,243.11,255.31,260.32,230.31,235.66,252.24,238.50,237.79,242.32,235.82,242.66,223.41,214.78,231.94,228.80,217.48,208.02,204.97,202.03,199.02,196.10,193.42,190.74,188.03,185.48,183.13,180.65,178.17,175.88,173.58,171.31,169.31,167.32,165.09,163.00,160.97,159.11,157.27,155.38,153.48,151.56,149.69,147.85,146.05,144.18,142.43,140.71,138.96,137.30,135.56,133.93,132.34,130.82,129.25,127.51,125.89,124.33,122.86,121.43,120.03,118.54,117.01,115.59,114.18,112.90
46,387.26,374.47,372.67,355.66,364.53,365.11,343.81,331.15,322.25,325.19,338.55,289.24,288.85,278.38,291.43,296.82,275.82,285.34,294.80,275.75,285.63,281.08,270.50,265.39,263.18,261.02,245.16,256.44,257.66,241.83,234.55,228.61,238.58,240.54,231.81,221.27,217.48,213.88,210.48,207.13,203.85,200.78,197.72,194.74,191.96,189.09,186.44,183.98,181.46,179.01,176.70,174.38,172.03,169.94,167.80,165.72,163.84,161.85,159.79,157.80,155.97,154.12,152.20,150.24,148.37,146.59,144.90,143.13,141.25,139.60,137.93,136.29,134.67,133.02,131.36,129.65,128.12,126.58,124.99,123.44,121.96,120.52,119.02,117.64
47,446.91,433.54,417.66,398.24,379.46,392.01,382.12,379.16,374.87,364.57,320.54,333.99,321.31,301.86,306.18,309.24,325.59,327.50,308.18,314.07,318.10,321.83,309.25,292.20,290.25,285.46,272.44,292.02,258.33,255.79,236.72,254.37,245.32,251.67,247.35,235.61,231.20,226.96,222.86,219.06,215.30,211.71,208.25,204.86,201.56,198.41,195.49,192.61,189.82,187.18,184.58,182.01,179.64,177.38,175.03,172.86,170.83,168.74,166.67,164.65,162.68,160.73,158.74,156.79,154.79,152.93,151.22,149.34,147.49,145.69,143.84,142.18,140.48,138.75,137.07,135.27,133.63,132.14,130.51,128.86,127.32,125.76,124.20,122.73
48,472.48,457.32,485.25,466.40,445.10,430.97,397.62,430.27,403.28,375.53,393.65,373.08,374.59,317.73,351.33,335.89,337.56,339.16,334.76,335.71,341.13,329.01,340.27,324.60,329.50,315.21,288.57,302.18,285.66,280.84,276.12,264.27,270.48,268.64,264.92,251.95,246.87,241.90,237.03,232.49,228.23,224.20,220.25,216.41,212.76,209.25,205.94,202.75,199.63,196.75,193.88,191.06,188.51,186.02,183.56,181.28,179.09,176.88,174.73,172.73,170.60,168.39,166.39,164.42,162.39,160.46,158.58,156.69,154.80,152.84,150.87,149.13,147.36,145.47,143.71,141.94,140.19,138.55,136.98,135.27,133.52,131.84,130.30,128.83
49,575.01,537.70,535.23,522.90,478.82,482.80,459.59,462.55,450.68,433.47,433.62,416.30,399.33,396.56,380.88,393.23,371.68,359.98,373.00,381.60,390.69,389.83,358.58,366.54,339.20,340.52,326.98,327.72,310.89,299.07,289.74,289.58,296.37,296.90,285.27,270.86,265.03,259.33,253.86,248.64,243.73,239.12,234.63,230.36,226.35,222.33,218.60,215.12,211.76,208.62,205.47,202.44,199.62,196.94,194.32,191.81,189.45,187.17,184.88,182.75,180.62,178.34,176.22,174.12,171.93,169.82,167.83,165.89,163.85,161.82,159.81,157.85,155.97,154.09,152.18,150.30,148.44,146.59,144.84,143.17,141.40,139.61,137.93,136.38
50,652.43,593.08,579.71,573.19,545.71,548.88,528.54,530.95,491.24,499.21,483.49,468.24,464.60,423.59,448.84,399.08,409.59,394.46,419.19,440.54,395.75,414.76,415.03,377.85,394.50,377.50,352.07,375.66,338.57,331.70,312.29,312.64,306.66,311.86,308.93,293.00,286.48,280.12,274.02,268.22,262.66,257.45,252.46,247.73,243.27,238.95,234.84,230.83,227.11,223.66,220.23,217.06,214.04,211.09,208.23,205.56,203.01,200.52,198.08,195.77,193.49,191.12,188.84,186.60,184.27,181.97,179.86,177.74,175.55,173.39,171.27,169.14,167.09,165.07,163.04,161.12,159.21,157.23,155.29,153.42,151.55,149.71,147.85,146.16
51,688.10,680.01,635.81,628.06,630.99,625.43,591.67,564.95,543.21,564.26,541.11,506.84,524.60,494.68,474.89,460.33,459.10,449.83,440.32,435.84,443.27,438.00,424.35,439.10,430.43,429.05,397.61,397.92,384.37,369.47,350.84,335.06,344.14,348.07,336.82,319.40,312.06,305.06,298.41,292.06,285.95,280.14,274.70,269.51,264.56,259.87,255.42,251.07,246.96,243.13,239.32,235.81,232.63,229.38,226.23,223.37,220.61,217.89,215.20,212.70,210.18,207.62,205.14,202.73,200.34,197.85,195.41,193.05,190.77,188.44,186.06,183.80,181.64,179.42,177.20,175.10,172.97,170.79,168.79,166.75,164.67,162.72,160.68,158.74
52,783.84,772.75,742.54,694.24,716.14,675.37,641.82,626.80,594.47,587.40,601.64,584.91,574.55,563.49,538.38,547.70,508.92,506.46,493.44,475.58,476.56,484.42,471.37,492.28,456.09,443.48,435.78,421.82,419.38,418.53,402.58,364.43,377.41,368.71,368.91,349.84,341.78,334.26,327.02,320.15,313.57,307.17,301.17,295.61,290.20,285.04,280.19,275.54,271.10,266.81,262.64,258.70,255.14,251.67,248.21,245.00,242.01,239.10,236.17,233.40,230.66,227.85,225.08,222.45,219.87,217.13,214.41,211.79,209.30,206.80,204.21,201.72,199.33,196.97,194.48,192.06,189.79,187.42,185.18,183.00,180.83,178.62,176.39,174.24
53,919.25,877.77,824.60,811.35,795.56,768.87,725.04,738.70,707.71,672.39,669.70,657.50,661.44,606.82,623.54,586.42,593.98,568.20,559.98,526.10,521.78,515.47,516.51,510.32,474.46,507.61,502.16,469.26,460.70,444.27,437.66,408.29,415.33,396.20,404.92,384.11,375.48,367.31,359.37,351.80,344.77,337.99,331.47,325.29,319.32,313.68,308.39,303.27,298.33,293.68,289.28,284.95,280.80,277.06,273.37,269.81,266.57,263.30,260.10,257.00,253.98,250.92,247.81,244.90,242.03,239.14,236.27,233.40,230.55,227.72,224.93,222.21,219.54,216.94,214.22,211.51,209.08,206.58,204.03,201.56,199.22,196.80,194.38,192.04
54,1008.64,990.48,942.69,913.83,914.20,865.03,837.67,805.71,772.44,742.09,738.75,690.30,716.34,661.37,666.40,669.68,644.77,650.05,636.98,548.74,592.90,553.92,562.18,556.08,524.09,552.70,537.89,520.06,480.75,487.37,455.37,454.88,459.78,443.72,445.27,422.47,413.19,404.30,395.67,387.33,379.64,372.40,365.33,358.53,352.01,345.85,339.94,334.26,328.91,323.85,318.94,314.26,309.71,305.44,301.45,297.60,293.94,290.37,286.84,283.32,279.99,276.75,273.41,270.13,266.87,263.77,260.64,257.44,254.37,251.29,248.20,245.25,242.27,239.34,236.44,233.51,230.66,227.83,225.17,222.45,219.71,217.11,214.49,211.84
55,1155.63,1114.65,1041.66,1013.24,975.15,950.49,943.52,912.58,831.69,855.79,823.39,798.12,782.66,750.62,757.40,741.57,711.25,712.71,672.87,652.13,620.58,627.77,636.28,583.19,590.69,591.11,603.37,576.71,571.12,545.77,528.71,497.12,478.54,484.86,490.02,464.99,454.76,445.06,435.71,426.72,418.28,410.24,402.54,395.19,388.07,381.31,374.77,368.50,362.74,357.16,351.69,346.47,341.57,336.89,332.49,328.28,324.15,320.22,316.35,312.47,308.74,305.21,301.65,297.95,294.32,290.91,287.48,283.85,280.37,277.12,273.77,270.48,267.27,264.06,260.83,257.67,254.54,251.36,248.37,245.40,242.36,239.46,236.59,233.63
56,1244.23,1192.05,1218.46,1140.80,1120.55,1100.78,1063.38,1019.98,983.75,970.37,887.12,871.69,869.14,827.15,832.69,826.57,802.49,774.31,764.79,763.32,714.33,669.18,683.44,644.30,625.07,661.67,649.01,616.52,610.12,624.56,575.77,557.73,539.34,511.30,538.98,511.65,500.24,489.53,479.30,469.56,460.34,451.35,442.90,434.91,427.12,419.69,412.53,405.69,399.30,393.15,387.18,381.37,376.05,370.96,366.05,361.40,356.73,352.45,348.23,343.93,339.90,336.00,332.04,327.96,324.04,320.20,316.38,312.52,308.66,305.08,301.38,297.65,294.17,290.78,287.23,283.61,280.15,276.76,273.41,270.20,266.88,263.59,260.39,257.22
57,1404.72,1408.91,1355.05,1262.12,1252.38,1213.42,1233.58,1130.21,1093.61,1056.44,1027.59,980.19,1018.70,953.97,916.60,897.34,927.10,851.46,908.37,813.93,792.28,767.48,762.37,729.42,698.16,693.22,670.49,683.48,654.56,657.46,620.20,594.76,608.29,583.12,592.40,562.40,550.02,538.22,526.94,516.19,505.96,496.19,486.92,478.06,469.49,461.34,453.54,446.08,439.09,432.29,425.64,419.43,413.65,407.91,402.38,397.19,392.08,387.39,382.78,378.17,373.77,369.33,364.95,360.60,356.25,351.90,347.70,343.62,339.53,335.46,331.39,327.36,323.37,319.53,315.75,311.94,308.07,304.22,300.59,297.06,293.40,289.87,286.30,282.76
58,1529.87,1526.63,1501.40,1421.95,1450.88,1358.47,1344.29,1240.80,1234.36,1169.25,1142.54,1121.75,1094.17,1019.32,1010.64,992.64,975.41,996.05,932.81,865.53,888.94,864.82,830.99,755.75,760.88,756.01,766.32,719.28,738.61,707.19,705.60,651.82,663.78,664.36,650.29,617.48,604.13,591.25,578.90,567.11,555.87,545.20,534.96,525.12,515.68,506.82,498.25,490.09,482.39,474.86,467.61,460.95,454.50,448.12,442.02,436.28,430.86,425.64,420.56,415.56,410.60,405.67,400.77,395.96,391.20,386.48,382.00,377.50,372.94,368.47,364.09,359.65,355.31,351.05,346.86,342.82,338.66,334.45,330.36,326.38,322.34,318.43,314.60,310.70
59,1744.66,1687.52,1629.38,1615.89,1568.27,1597.16,1471.85,1439.23,1364.46,1285.07,1286.66,1230.47,1207.97,1152.17,1125.25,1119.55,1081.04,1054.56,1039.09,1000.83,974.12,953.06,914.44,855.28,830.19,807.71,815.58,803.59,790.20,763.52,730.02,727.23,765.14,731.63,712.36,676.91,662.31,648.23,634.85,622.00,609.72,597.94,586.60,575.87,565.66,555.85,546.48,537.56,529.03,520.79,512.92,505.52,498.36,491.49,484.91,478.61,472.60,466.78,461.20,455.71,450.25,444.87,439.45,434.13,428.97,423.83,418.88,413.95,408.95,404.04,399.25,394.40,389.64,384.98,380.40,375.92,371.30,366.74,362.39,358.09,353.63,349.19,345.06,340.94
60,1889.18,1869.56,1817.95,1767.70,1788.27,1764.34,1619.89,1616.68,1554.09,1484.67,1402.62,1396.06,1376.21,1274.19,1291.60,1241.75,1191.08,1158.08,1165.54,1154.06,1075.27,1082.41,1074.16,989.92,972.36,913.52,867.86,873.93,868.68,860.60,814.70,790.00,824.58,785.22,778.25,739.98,724.25,708.91,694.26,680.27,666.80,653.92,641.49,629.79,618.77,607.95,597.65,587.92,578.59,569.69,561.13,552.94,545.06,537.55,530.48,523.59,516.94,510.55,504.35,498.47,492.55,486.51,480.71,475.08,469.35,463.71,458.24,452.75,447.33,441.89,436.57,431.45,426.23,421.09,416.13,411.18,406.12,401.10,396.38,391.66,386.92,382.18,377.49,372.93
61,2079.08,1955.78,1999.13,1965.82,1971.93,1947.08,1877.36,1822.56,1759.19,1667.98,1605.16,1544.66,1525.94,1458.08,1404.01,1366.16,1340.38,1312.69,1248.22,1255.23,1207.18,1157.49,1143.60,1095.91,1038.12,1052.02,995.45,946.56,932.49,908.56,878.23,897.04,878.08,864.70,847.73,806.24,789.57,773.19,757.21,742.01,727.36,713.32,699.90,687.06,674.97,663.29,652.07,641.43,631.23,621.48,612.26,603.37,594.75,586.48,578.66,571.21,564.16,557.16,550.22,543.81,537.35,530.73,524.46,518.34,512.06,505.91,499.89,493.90,488.06,482.13,476.28,470.67,465.11,459.53,454.02,448.64,443.19,437.78,432.53,427.26,422.13,417.14,412.00,406.92
62,2202.12,2251.44,2250.18,2159.57,2131.96,2151.42,2026.61,1999.72,1919.62,1854.34,1748.33,1742.27,1710.53,1633.08,1577.46,1541.60,1457.14,1446.47,1393.34,1357.01,1331.76,1317.58,1270.20,1269.12,1184.75,1139.52,1130.77,1043.15,985.36,1001.38,972.30,958.08,982.50,955.80,921.30,876.18,858.40,841.09,824.07,807.66,791.78,776.52,761.97,748.01,734.77,722.13,709.93,698.34,687.30,676.72,666.62,656.89,647.60,638.68,630.00,621.84,614.18,606.55,599.14,591.95,584.82,577.83,570.98,564.12,557.31,550.66,544.05,537.68,531.40,524.89,518.53,512.39,506.35,500.30,494.25,488.40,482.55,476.66,470.96,465.31,459.66,454.14,448.74,443.26
63,2463.76,2368.54,2524.83,2424.14,2369.66,2322.71,2224.47,2219.26,2094.85,2066.09,2034.45,1957.92,1906.54,1775.74,1757.34,1744.00,1639.04,1607.49,1530.96,1492.53,1440.19,1424.21,1410.30,1277.04,1302.49,1260.31,1214.87,1218.93,1094.78,1097.33,1049.77,1025.04,1039.54,1032.09,1000.27,951.01,931.80,913.30,895.36,877.76,860.63,844.12,828.31,813.17,798.83,785.09,771.79,759.15,747.18,735.71,724.65,714.12,704.12,694.42,685.09,676.18,667.61,659.35,651.59,643.70,635.75,628.19,620.72,613.31,605.96,598.69,591.47,584.48,577.63,570.73,563.87,557.15,550.46,543.89,537.45,530.99,524.59,518.26,512.10,505.99,499.90,493.84,487.93,482.02
64,2723.87,2751.59,2614.87,2602.57,2670.44,2524.41,2500.84,2496.38,2382.41,2308.80,2253.65,2178.04,2182.55,2038.61,2012.78,1944.74,1828.99,1802.32,1673.70,1611.29,1548.08,1563.04,1554.43,1477.64,1435.56,1393.13,1358.67,1288.49,1253.55,1190.12,1153.93,1112.95,1133.60,1136.45,1086.81,1032.58,1011.39,991.35,972.22,953.49,935.25,917.53,900.34,884.01,868.36,853.35,839.01,825.28,812.16,799.61,787.71,776.32,765.39,754.82,744.75,735.16,725.85,716.83,708.24,699.68,691.10,682.81,674.71,666.78,658.82,650.91,643.05,635.29,627.76,620.39,613.02,605.69,598.33,591.14,584.22,577.21,570.18,563.39,556.71,549.99,543.41,536.90,530.43,523.99
65,2990.62,2991.99,2932.37,2728.76,2956.51,2841.14,2740.54,2695.76,2655.31,2622.38,2522.37,2367.72,2402.41,2290.68,2213.53,2176.20,2063.48,1992.23,1925.14,1836.45,1728.33,1721.48,1656.03,1621.43,1550.11,1514.15,1497.54,1436.17,1327.06,1316.92,1227.46,1211.52,1238.24,1225.94,1183.83,1123.64,1099.77,1077.73,1057.06,1036.95,1017.54,998.67,980.11,962.30,945.25,928.86,913.33,898.51,884.13,870.52,857.59,845.13,833.19,821.68,810.68,800.17,790.11,780.41,770.94,761.54,752.36,743.39,734.47,725.69,716.95,708.39,700.05,691.58,683.29,675.15,667.08,659.22,651.30,643.50,635.84,628.20,620.73,613.24,605.89,598.70,591.49,584.38,577.36,570.41
66,3232.89,3229.82,3216.75,3156.14,2975.94,3108.20,2971.14,2997.80,2898.31,2790.42,2775.65,2682.22,2669.62,2515.47,2497.88,2347.43,2233.67,2211.78,2146.75,2032.71,1922.29,1871.35,1825.56,1792.62,1686.54,1661.93,1624.58,1579.04,1498.76,1466.23,1421.94,1332.64,1345.54,1291.94,1294.54,1227.25,1200.08,1175.20,1152.19,1130.42,1109.66,1089.53,1069.69,1050.27,1031.73,1013.97,996.98,980.78,965.08,950.23,936.11,922.50,909.46,896.99,885.05,873.44,862.30,851.77,841.56,831.36,821.26,811.38,801.55,791.96,782.40,773.01,763.92,754.75,745.71,736.80,727.94,719.35,710.91,702.47,694.01,685.64,677.47,669.41,661.34,653.37,645.64,637.88,630.19,622.53
67,3585.98,3553.98,3551.97,3459.52,3377.53,3291.12,3341.57,3231.71,3218.33,3143.19,3096.82,2999.40,3024.48,2820.37,2777.11,2606.74,2554.52,2474.19,2417.01,2253.38,2152.33,2103.37,2044.75,1931.05,1904.59,1818.69,1755.19,1710.72,1643.04,1592.28,1523.45,1535.15,1428.44,1442.47,1421.65,1345.83,1314.70,1286.26,1260.27,1236.30,1213.65,1191.87,1170.63,1149.82,1130.98,1114.26,1096.97,1078.99,1061.80,1045.46,1029.85,1014.90,1000.45,986.78,973.74,961.04,948.72,937.05,925.78,914.59,903.53,892.44,881.71,871.25,860.62,850.27,840.17,830.20,820.29,810.42,800.68,791.13,781.88,772.74,763.55,754.41,745.24,736.42,727.65,718.83,710.32,701.86,693.37,684.82
68,3930.40,3910.41,3942.03,3815.32,3842.03,3683.38,3489.99,3559.25,3391.80,3426.70,3308.22,3274.54,3263.02,3094.39,3003.60,2955.46,2859.56,2706.39,2606.57,2504.43,2305.92,2314.39,2265.42,2123.87,2051.71,2006.31,1978.13,1955.79,1861.38,1776.61,1649.56,1617.53,1619.69,1559.30,1567.13,1481.30,1445.11,1412.53,1382.95,1355.78,1330.58,1306.74,1283.79,1261.55,1243.78,1230.58,1214.13,1194.33,1175.38,1157.33,1140.06,1123.47,1107.59,1092.37,1077.82,1063.98,1050.40,1037.30,1024.80,1012.46,1000.16,987.89,976.04,964.44,952.66,941.01,929.71,918.76,907.91,897.05,886.38,875.75,865.23,855.14,845.18,835.15,825.00,815.05,805.44,795.94,786.35,776.85,767.55,758.26
69,4286.67,4288.54,4225.08,4068.86,4149.54,4085.07,3975.65,3755.48,3859.64,3785.39,3666.02,3611.07,3608.41,3340.37,3370.04,3265.92,3125.50,3005.27,2953.36,2788.01,2642.62,2585.73,2514.00,2379.54,2227.50,2131.94,2151.63,2129.70,2041.52,1986.00,1845.06,1842.12,1788.06,1778.38,1732.21,1635.58,1593.39,1555.79,1521.67,1490.39,1461.97,1435.40,1410.19,1386.06,1368.30,1356.72,1339.77,1318.03,1297.25,1277.36,1258.38,1240.01,1222.50,1205.75,1189.65,1174.37,1159.49,1144.94,1131.08,1117.43,1103.87,1090.44,1077.23,1064.31,1051.49,1038.65,1025.94,1013.72,1001.90,990.08,978.35,966.63,954.89,943.58,932.60,921.74,910.73,899.59,888.75,878.42,868.09,857.52,847.18,837.08
70,4790.12,4662.59,4666.60,4483.41,4663.17,4442.74,4314.16,4240.28,4109.59,4061.81,4082.86,3923.34,3903.43,3737.96,3693.00,3687.40,3471.97,3410.09,3284.67,3052.37,2946.69,2796.80,2678.93,2629.14,2465.04,2399.52,2286.73,2314.31,2157.73,2157.34,2176.45,2033.35,1992.76,1941.56,1918.49,1810.25,1761.89,1717.91,1678.44,1642.58,1609.91,1579.87,1551.86,1525.34,1504.45,1488.74,1468.74,1445.03,1422.28,1400.48,1379.61,1359.60,1340.42,1321.98,1304.43,1287.55,1271.15,1255.46,1240.23,1225.13,1210.33,1195.69,1181.18,1166.85,1152.69,1138.95,1125.12,1111.37,1098.26,1085.29,1072.40,1059.67,1046.98,1034.48,1022.22,1010.21,998.35,986.38,974.50,962.99,951.71,940.39,928.93,917.72
71,5217.28,5097.06,5077.24,4850.10,5024.28,4841.94,4763.27,4522.47,4572.28,4336.08,4471.18,4344.99,4417.28,4097.96,4073.31,3984.74,3896.30,3711.89,3684.70,3397.97,3261.30,3225.65,3075.79,2876.25,2854.62,2664.38,2546.66,2537.93,2407.94,2371.86,2378.83,2280.12,2170.65,2148.74,2126.11,2005.35,1950.33,1899.59,1853.66,1812.41,1774.95,1740.66,1709.09,1679.59,1653.14,1629.32,1604.68,1579.23,1554.46,1530.64,1507.84,1486.03,1465.11,1444.89,1425.72,1407.39,1389.42,1372.36,1355.91,1339.42,1323.10,1307.01,1291.17,1275.48,1260.04,1245.08,1230.09,1215.02,1200.31,1185.97,1171.88,1158.07,1144.37,1130.72,1117.21,1103.82,1090.81,1078.10,1065.37,1052.61,1039.97,1027.68,1015.47,1003.23
